"ID","f1","f2","f3","amp11","amp12","amp13","amp14","amp21","amp22","amp23","amp24","amp31","amp32","amp33","amp34","phi12","phi13","phi14","phi21","phi22","phi23","phi24","phi31","phi32","phi33","phi34","trend","varrat","varred","CLASS"
"HIP 26403             ",0.00087227,0.30258903,0.86232205,0.8925,0.3534,0.2805,0.2758,0.2385,0.1008,0.0651,0.0422,0.0944,0.0325,0.0141,0.0215,-1.3073,-2.8375,2.5261,0.4636,-0.6816,-1.7347,-1.8149,-0.51,-2.709,-2.4309,2.3411,4e-04,0.0948,0.9934,"HAEBE"
"                      ",0.01502976,0.397029,0.5894621,0.2192,0.0783,0.0353,0.1603,0.0883,0.0328,0.0109,0.0096,0.0212,0.0283,0.007,0.0072,3.0208,2.0029,-0.7985,-0.9392,1.2305,0.9145,-1.0623,-1.5174,2.5821,2.7012,0.9045,-1e-04,0.0954,0.99,"HAEBE"
"HIP 25253             ",0.31335614,2.11128952,12.13162738,0.0645,0.0209,0.0208,0.0234,0.0152,0.002,0.0017,0.0017,0.0136,0.0027,0.0022,0.003,-1.3108,-2.1587,2.5458,2.2418,1.8403,0.6444,-1.8385,-2.3037,3.0925,-2.1046,-2.9001,-1e-04,0.0908,0.9829,"HAEBE"
"HIP 28582             ",0.1321531,2.77818478,9.7233683,0.0321,0.0068,0.0021,0.0055,0.0094,0.007,0.0069,0.0081,0.0144,0.001,0.0077,0.0054,2.8178,2.0311,1.374,-2.0944,1.9445,1.6346,2.0121,-1.1807,-0.7679,1.3567,-2.556,0,0.4413,0.8375,"HAEBE"
"HIP 24855             ",10.05210873,7.36522911,11.17214055,0.0124,0.0024,0.0053,5e-04,0.0088,0.0013,0.0029,0.0033,0.0082,0.0016,0.0016,0.0041,2.8999,-2.1953,-2.427,-2.0321,0.7146,0.3466,0.4101,0.3317,1.8019,-1.8568,-0.6077,0,0.5496,0.7701,"HAEBE"
"HIP 23602             ",10.9516463,11.76965669,10.33159051,0.4253,0.0341,0.1242,0.0677,0.1982,0.0253,0.0993,0.0425,0.1579,0.034,0.0404,0.0068,2.6337,1.482,-2.1042,-2.2941,-0.0463,-2.218,1.6985,-1.9835,-0.6403,0.568,-3.009,7e-04,0.3715,0.896,"HAEBE"
"HIP 54413             ",0.50895404,13.67109486,8.27183881,0.0092,0.0044,0.0022,0.0032,0.0082,0.0051,0.0053,0.0029,0.0085,0.0018,0.0018,0.003,0.4748,1.4062,-0.2986,1.5224,-2.539,-1.3693,0.6738,0.83,-3.0843,-1.276,0.1115,0,0.7161,0.7069,"HAEBE"
"HIP 94260             ",7.30094481,8.0806236,10.99465136,0.0069,0.0025,5e-04,0.0016,0.006,3e-04,0.0011,0.0013,0.0061,9e-04,0.0011,0.0019,-0.18,-2.4689,-0.2559,-1.0008,0.1345,2.3224,1.6042,-2.6801,-2.2226,0.4074,1.2176,0,0.6458,0.733,"HAEBE"
"HIP 12770             ",0.77420207,0.54163678,16.17643385,0.0053,0.0013,0.0028,0.002,0.0035,0.0021,6e-04,9e-04,0.0026,7e-04,0.0015,0.0011,1.9839,2.249,2.199,1.3136,-1.4905,-0.9713,-0.5021,1.8043,-2.4742,0.9646,0.7521,0,0.6193,0.7633,"HAEBE"
"HD 142527             ",0.15902357,12.74156358,4.69894184,0.0296,0.0111,0.0023,0.0094,0.0111,7e-04,0.0019,0.0026,0.0109,0.0035,5e-04,0.0025,-2.8508,1.6698,-0.603,-2.4961,-2.4705,1.9203,1.4757,-2.1034,-0.2905,-0.4681,-2.2618,0,0.4489,0.7772,"HAEBE"
"HD 163296             ",0.65350139,0.99626245,1.07766008,0.0213,0.0061,0.0066,0.0074,0.0141,0.0043,0.0029,0.0022,0.0138,0.0048,0.0019,0.003,-2.939,-2.9793,1.2344,-1.5986,0.2666,0.4418,-0.7134,-2.4461,-2.5286,-3.1196,0.9479,0,0.5131,0.8557,"HAEBE"
"HIP 56354             ",0.23907284,0.55169991,10.82604109,0.0184,0.0079,4e-04,0.008,0.0206,0.0073,0.0063,0.001,0.0127,0.0025,9e-04,0.0014,1.5674,-1.5681,-1.5502,-0.6846,-1.6021,1.4471,-0.1564,2.4945,0.7214,-1.9395,1.2596,0,0.6014,0.6995,"HAEBE"
"HIP 56379             ",0.10728236,0.07106819,0.91419535,0.0329,0.0153,0.0145,0.0054,0.0367,0.0125,0.0287,0.013,0.0219,0.0025,0.0046,0.0055,-1.5973,-2.5699,1.783,-1.9605,2.6086,-1.2417,1.1814,1.3698,1.3288,-2.9494,2.8909,1e-04,0.449,0.9186,"HAEBE"
"HIP 81624             ",10.61795051,8.66872835,14.09015016,0.008,0.0019,0.0015,0.0028,0.0082,0.0037,0.0033,0.0031,0.0061,0.0057,0.0017,0.0032,0.5511,-0.2341,2.0068,0.3334,2.0548,1.3246,-0.1962,-1.8082,2.0108,2.6925,1.0228,0,0.7043,0.7157,"HAEBE"
"HIP 114995            ",0.24466923,0.95511996,12.69465066,0.0872,0.0416,0.0508,0.0657,0.0822,0.0261,0.0156,0.0053,0.0373,0.0175,0.0049,0.0082,-1.5646,0.207,1.5867,-3.0918,-0.8727,0.3346,-0.633,2.4333,-2.6732,2.0557,-1.7255,0,0.4903,0.854,"HAEBE"
"HIP 34042             ",0.23949135,0.31218918,0.9105975,0.124,0.0321,0.0518,0.0559,0.0445,0.0224,0.0085,0.026,0.0315,0.0085,0.0065,0.0067,-3.0247,-1.3003,0.1538,1.4667,-2.0596,-1.5786,2.8993,-2.9049,0.7075,-0.3665,0.1129,2e-04,0.2437,0.957,"HAEBE"
"HIP 25114             ",0.68211338,1.20231187,8.68645777,0.0306,0.0138,0.0039,0.0058,0.013,0.0076,0.0038,0.0022,0.0113,0.0022,0.0033,9e-04,1.3733,0.8058,0.3405,-3.0823,-2.9699,1.2106,0.4645,-0.2918,-2.6312,-0.6439,3.0334,-1e-04,0.2832,0.9151,"XB"
"HIP 98298             ",0.35728944,0.35510213,0.45622337,0.0287,0.0061,0.0034,0.0069,0.0136,0.0048,0.0031,0.0032,0.0142,7e-04,0.006,0.0011,1.5895,-2.7401,-3.0702,1.3939,0.114,1.1413,1.238,-3.0051,2.5056,0.703,-2.523,0,0.5332,0.7445,"XB"
"HIP 38779             ",2.15537442,14.30149636,4.98905708,0.0063,0.0015,5e-04,4e-04,0.0041,0.0022,0.001,0.002,0.0035,0.0014,0.0029,0.0012,0.396,-2.2425,0.0333,-0.0363,-1.875,2.3832,-1.3363,1.4382,-0.4043,-1.9152,0.3739,0,0.7043,0.7423,"XB"
"HIP 62027             ",11.22722344,0.30829477,0.15428062,0.0083,0.0014,0.0015,0.0012,0.0125,0.0035,0.004,0.0019,0.007,0.0037,0.0012,0.0025,1.5484,-2.3465,0.7103,1.853,2.0606,-2.3639,-1.6352,1.4149,-2.6633,-0.9665,2.6552,0,0.6539,0.6892,"XB"
"HD 102567             ",0.0057026,0.95624917,0.0405991,0.0462,0.0164,0.0215,0.014,0.0176,0.0059,0.0055,0.0047,0.0169,0.0149,0.0089,0.0026,1.831,-2.0189,-0.5876,-2.8472,2.8586,0.0809,-1.2681,-2.013,2.2314,0.5398,-1.1053,2e-04,0.476,0.7868,"XB"
"HIP 83499             ",0.58033463,14.16053954,12.08553332,0.0264,0.0039,0.0033,0.0042,0.0088,0.0018,6e-04,0.0014,0.0077,0.0012,0.0021,0.0016,-2.5024,-3.0103,-0.2742,-0.3186,-2.716,0.5195,3.0375,0.5266,1.5186,2.8981,2.9753,0,0.3067,0.8729,"XB"
"HD 77581              ",0.22317379,0.0069398,0.28952505,0.0321,0.0142,0.0043,0.0011,0.0172,0.002,0.0116,0.0045,0.0228,0.0048,0.0014,0.0058,1.5818,2.2007,-0.6575,2.4361,0.0356,0.3227,-1.5662,-1.1311,-2.8755,-0.4954,2.2867,0,0.5291,0.8523,"XB"
"HIP 61937             ",12.74041901,3.4183827,10.87163848,0.0076,0.001,0.0038,0.0065,0.006,0.0018,0.0017,0.0016,0.006,0.0026,0.0018,0.0017,-1.9838,2.3812,-0.6934,-1.7143,1.6193,-0.0852,1.0534,-2.3965,-2.0019,2.3376,-3.096,0,0.6457,0.8252,"LBOO"
"HIP 116354            ",10.96808823,6.42693831,11.77923414,0.0036,0.001,5e-04,2e-04,0.0034,0.0015,3e-04,3e-04,0.003,3e-04,4e-04,0.0011,1.96,1.193,2.1987,0.8086,2.0274,-2.8109,2.0678,1.9654,-1.7039,-1.2905,2.3041,0,0.7195,0.6733,"LBOO"
"HIP 8593              ",13.56409791,13.80352228,14.60682304,0.0089,0.0028,0.0013,0.0023,0.0057,0.0037,0.0051,0.0024,0.0067,0.0028,0.0024,0.0013,-1.482,2.5495,-0.6312,2.0041,-3.0881,2.6542,2.1435,2.0685,1.6893,2.9881,0.472,0,0.7666,0.5949,"LBOO"
"HIP 38723             ",8.884557,16.49098057,10.2431119,0.0061,0.0016,0.003,0.0019,0.0055,0.0022,0.0014,9e-04,0.0054,0.0021,0.0033,0.0041,0.7522,-2.5602,1.9756,0.7903,-2.269,-0.7103,-0.8888,-2.2279,-1.476,-1.4847,-2.3756,0,0.6429,0.8191,"LBOO"
"HD 210111             ",14.50353831,7.80516961,13.48280551,0.0046,0.0018,0.0045,0.0017,0.0051,0.0016,0.0017,0.002,0.0032,0.0026,6e-04,0.0018,0.4279,1.6417,0.3084,2.3973,0.5516,0.0975,0.1575,-0.3737,-2.3343,-2.7315,1.9937,0,0.5736,0.8118,"LBOO"
"HIP 90304             ",11.14074272,5.712612,15.60227861,0.0064,0.0029,0.0013,0.0022,0.0054,0.0016,7e-04,0.0028,0.0048,0.003,4e-04,8e-04,1.1255,-2.43,1.5312,1.1247,2.2779,-2.7238,-2.8959,1.2424,0.8306,-2.4958,-2.3852,0,0.7458,0.5988,"LBOO"
"HIP 59346             ",8.59672533,16.00762443,13.25748576,0.0078,0.0042,0.0104,0.0099,0.0089,6e-04,0.0027,0.004,0.008,0.0019,0.0011,0.0031,-0.3097,0.7099,1.7045,-0.544,2.9662,0.7162,1.0281,2.8881,1.3581,2.1562,1.1126,0,0.5393,0.7528,"LBOO"
"HIP 62788             ",8.91268699,13.87359871,4.63717872,0.006,3e-04,8e-04,0.001,0.0049,5e-04,0.0013,0.002,0.0033,3e-04,2e-04,0.0018,-1.8436,1.1576,-2.2745,-1.3991,-2.2421,1.5117,-2.4011,-1.8472,2.7343,2.3071,0.0237,0,0.7786,0.5864,"LBOO"
"HIP 57567             ",9.52793287,4.45263879,10.89845643,0.0084,0.0015,0.0022,0.0024,0.0082,0.0038,0.0051,0.0032,0.0103,0.0014,0.0039,0.0015,0.5361,2.9377,-1.4706,3.1008,-2.8237,-1.7198,0.6552,-0.1639,-0.6422,-3.0264,-0.3431,0,0.7737,0.5903,"LBOO"
"HIP 78078             ",9.25419065,7.0515839,8.42055281,0.0048,0.0015,7e-04,9e-04,0.0041,0.0014,6e-04,6e-04,0.0033,3e-04,0.001,0.0011,0.1425,-0.7516,-0.0826,1.4834,1.3033,0.5407,1.6997,-0.6131,-1.7492,1.2039,-1.3895,0,0.6936,0.6125,"LBOO"
"HIP 83410             ",11.64893552,7.92766851,12.57176122,0.0143,0.0063,0.0051,0.0012,0.0091,0.0021,0.0056,0.0014,0.0071,0.0013,0.0028,0.0023,0.2335,1.8019,0.0739,2.6288,-1.3205,-1.1017,2.1457,-1.6386,2.496,-0.3006,1.1871,0,0.5953,0.7116,"LBOO"
"HIP 49328             ",10.12373381,9.97973278,16.15368454,0.0095,0.007,0.0032,0.0059,0.0129,0.0051,0.0029,0.002,0.0091,0.001,0.0053,0.0017,-2.4011,0.9164,-0.1595,0.2164,1.9753,-0.6322,0.4523,-2.4168,-2.427,-2.0968,-1.7575,0,0.6826,0.69,"LBOO"
"HIP 95793             ",7.08645838,10.66053498,15.49559135,0.0068,0.0024,0.0013,5e-04,0.0046,5e-04,0.001,9e-04,0.0048,0.0033,1e-04,0.0016,-0.9896,-2.9035,-1.9772,1.526,-0.9026,0.8663,3.1289,0.0053,2.6636,-0.1971,-2.9313,0,0.8107,0.6001,"LBOO"
"HIP 89956             ",0.20362787,1.30414683,1.1454864,0.0567,0.0151,0.0346,0.0167,0.0402,0.0073,0.0107,0.0011,0.021,0.0079,0.0119,0.0048,3.0403,1.9752,1.0736,0.7193,-1.0021,-3.1068,-1.6216,-1.059,2.1631,-2.5594,-2.2828,0,0.254,0.9537,"LBV"
"HIP 89963             ",1.09067103,1.71898348,9.73611196,0.0395,0.0035,0.006,0.0106,0.0297,0.01,0.0061,0.0015,0.0156,0.0021,0.0035,0.0019,-0.7192,-2.2151,-1.8616,3.0583,-1.61,0.3594,-2.4227,2.7228,0.3884,1.4827,1.2222,0,0.4115,0.8685,"LBV"
"HD 269006             ",0.4405346,0.628478,0.24583065,0.0732,0.0027,0.0219,0.006,0.0451,0.0079,0.026,0.013,0.0436,0.011,0.0071,0.0189,-0.9218,-2.7006,0.5117,0.0886,3.1311,-2.6137,-2.2485,2.3182,2.3624,-0.2965,-0.2613,-1e-04,0.5405,0.8055,"LBV"
"HIP 100044            ",0.53271664,0.27710707,0.70360074,0.038,0.0173,0.0105,0.0023,0.0346,0.0077,0.0065,0.0084,0.0223,0.0063,0.005,0.0016,0.2343,-2.1459,-0.3575,-0.4868,0.4531,-2.3033,-0.353,-0.4384,2.0675,-2.2479,-1.0321,-1e-04,0.498,0.8322,"LBV"
"                      ",0.00768047,0.0180491,0.11610308,0.1049,0.0353,0.1409,0.102,0.0769,0.0627,0.082,0.0307,0.0323,0.0041,0.0182,0.0066,2.7612,2.1139,2.9234,2.434,-0.3063,1.214,2.2691,0.1315,-0.9476,2.6905,-2.8341,0,0.223,0.9858,"LBV"
"HD 90177              ",0.00084901,0.39436682,10.9606808,0.2348,0.127,0.0106,0.0245,0.0509,0.0253,0.0297,0.0095,0.0307,0.0069,0.0073,0.0059,-0.9987,-1.4319,2.7328,-2.9351,-1.7105,-0.0136,0.6746,-0.0816,-2.3314,-2.781,1.971,-1e-04,0.0993,0.9833,"LBV"
"HIP 5267              ",0.06571378,0.06971618,6.32602187,0.0407,0.0018,0.0174,0.0077,0.0374,0.0052,0.0143,0.0158,0.0177,0.0054,0.0027,0.0037,1.44,-0.4097,2.1956,-0.8876,-2.8729,1.7984,2.2171,0.3003,2.9187,-2.0346,3.0836,-2e-04,0.5865,0.7278,"LBV"
"HIP 9767              ",0.00328915,0.22197539,0.93892555,1.0165,0.2493,0.0685,0.0306,0.2329,0.0352,0.0299,0.0705,0.1311,0.0235,0.0226,0.0065,-0.3152,0.2159,-2.3105,0.2484,-1.3498,-0.5517,3.038,2.6975,1.9473,0.0538,-2.6156,0,0.0699,0.9888,"MIRA"
"HIP 91389             ",0.00291882,0.59425289,1.38297196,0.8875,0.1358,0.0943,0.109,0.149,0.076,0.072,0.0579,0.1056,0.0226,0.0115,0.0176,0.6864,2.1115,-0.9366,0.177,1.0899,2.395,0.3835,-1.8275,-2.696,-2.6814,2.9631,-7e-04,0.0435,0.9947,"MIRA"
"HIP 43835             ",0.00358485,0.00099579,0.26846552,1.5133,0.1687,0.1988,0.0711,0.5941,0.2132,0.4366,0.1122,0.0747,0.0492,0.0031,0.0377,0.1636,-3.1372,-0.7728,0.726,0.8941,2.2448,-0.5484,-0.975,2.4684,1.5494,-0.3989,0.0014,0.065,0.9987,"MIRA"
"HIP 71490             ",0.00445289,0.03701465,0.17820837,1.7826,0.2189,0.0862,0.1194,0.2314,0.2174,0.215,0.0115,0.2398,0.0617,0.0248,0.0046,1.087,2.4675,2.6058,2.8743,-1.7921,-1.6229,0.4728,0.2788,2.2551,-2.1763,1.3911,0.001,0.047,0.9988,"MIRA"
"HIP 70209             ",0.00384107,0.00640178,0.78037649,0.9327,0.291,0.2138,0.1091,0.3022,0.114,0.1028,0.1152,0.1107,0.043,0.0185,0.0169,1.6823,-3.0201,-1.5687,2.5503,0.3801,-1.1312,-2.9901,1.4192,0.9126,-1.4089,-2.1711,6e-04,0.0501,0.9962,"MIRA"
"HIP 69346             ",0.00311559,0.20304774,0.44615313,1.8898,0.7832,0.0737,0.2639,0.3205,0.2113,0.106,0.0756,0.2812,0.1183,0.0711,0.005,1.8233,1.3592,1.2043,0.8042,-0.8242,2.3235,-0.5884,2.9259,-1.1139,1.4854,-0.4659,0.0012,0.0507,0.9981,"MIRA"
"HIP 110697            ",0.00730549,0.25455377,0.03804549,1.3314,0.1693,0.0771,0.1847,0.2468,0.1299,0.0522,0.0785,0.3477,0.3933,0.2306,0.3363,0.0334,-2.899,-0.2795,-2.5324,2.9136,2.683,0.2291,-1.001,-2.4773,1.3631,-1.8504,3e-04,0.0818,0.9988,"MIRA"
"HIP 84948             ",0.00459277,0.45442428,0.46993571,1.6199,0.1512,0.0588,0.0073,0.1821,0.0329,0.0376,0.0261,0.154,0.0403,0.0528,0.0352,-0.5377,-1.2836,-0.2899,2.458,-1.1228,-3.1243,-0.1573,-1.1151,-1.1844,1.7982,0.4511,0.0011,0.0225,0.9911,"MIRA"
"HIP 52887             ",0.0024485,0.21084318,0.37480208,1.61,0.3424,0.3623,0.148,0.3417,0.1449,0.0421,0.1074,0.2063,0.0082,0.1002,0.0766,-2.954,-2.1417,1.2608,-0.7638,-2.624,-2.3099,-1.4892,2.818,-1.3641,0.5636,-0.9826,-0.0011,0.0853,0.9913,"MIRA"
"HIP 16126             ",0.00436149,0.65155313,0.25056312,0.2828,0.0862,0.028,0.0261,0.0434,0.0181,0.0061,0.0073,0.0289,0.0077,0.0311,0.0191,2.9344,1.3454,1.7557,1.68,-1.2375,1.7223,-2.6632,-0.8527,-2.4971,-0.9325,-1.4424,1e-04,0.0363,0.9917,"MIRA"
"HIP 34859             ",0.00265356,0.12865176,0.40800727,1.609,1.318,0.3512,0.5306,0.2707,0.1489,0.1444,0.1331,0.0389,0.067,0.0442,0.0168,2.2127,-2.5991,-0.3934,-2.1936,3.0781,-2.8245,0.2046,3.1287,1.1139,-1.6751,-1.7708,5e-04,0.053,0.9991,"MIRA"
"HIP 80550             ",0.00337943,0.82381876,0.01395379,0.6477,0.1132,0.2108,0.2758,0.0113,0.0087,0.0145,0.0091,0.3028,0.1788,0.1405,0.0649,2.9769,-0.4698,0.4168,0.9909,3.0443,-1.4474,1.5149,1.9955,-1.9553,2.4295,-0.3332,-6e-04,0.0297,0.9995,"MIRA"
"HIP 30449             ",0.00277213,0.05311754,0.0674253,0.7551,0.5192,0.3253,0.4202,0.1484,0.1099,0.0803,0.1156,0.3912,0.0767,0.048,0.0924,-2.679,-0.416,-1.2498,-1.351,-1.8924,-1.4705,0.5209,0.6784,-1.0707,-0.3148,-2.7001,-8e-04,0.0647,0.999,"MIRA"
"HIP 8                 ",0.00298872,0.20253531,0.27037915,2.0284,2.4703,1.2677,0.1073,0.4879,0.3187,0.1247,0.0571,0.1152,0.0677,0.0288,0.1004,0.684,1.7591,1.8678,-0.0194,0.3566,1.7291,0.3729,0.2163,2.4591,1.4713,1.703,6e-04,0.0525,0.9998,"MIRA"
"HIP 97068             ",0.00530031,0.62773367,0.978261,1.7805,0.0215,0.0533,0.1902,0.4642,0.0202,0.1582,0.0079,0.3638,0.1992,0.1797,0.0703,2.4093,-3.14,-0.682,-2.6581,0.0331,0.5619,-1.9126,-2.9272,0.7246,-0.9856,-3.0148,-0.0017,0.0714,0.9866,"MIRA"
"HIP 70291             ",0.00362242,0.00117939,0.51581603,2.2895,0.13,0.2854,0.1291,0.3718,0.1334,0.4389,0.0718,0.1773,0.0961,0.0634,0.0275,-1.3951,-2.6382,1.4827,1.4311,-1.5286,2.4021,-1.9362,1.6634,1.9071,2.8761,2.7682,1e-04,0.0899,0.9967,"MIRA"
"HIP 49524             ",0.00620985,0.29753304,0.52990761,1.7708,0.6763,0.0061,0.4413,0.3887,0.1046,0.081,0.1261,0.3592,0.0368,0.0457,0.039,-1.5167,-2.7493,2.6755,0.3054,-2.5153,-0.1104,2.0305,0.5847,0.4019,2.4,1.2967,7e-04,0.0847,0.9915,"MIRA"
"HIP 61286             ",0.00900683,0.07132684,0.09634582,0.9745,0.463,0.3198,0.3887,0.6995,0.0733,0.5824,0.2153,0.5634,0.3715,0.2348,0.161,1.568,-0.1489,1.2797,3.0474,2.5442,2.5374,-2.9244,-2.8707,-1.9599,2.5741,-1.0972,0.0015,0.3214,0.9931,"MIRA"
"HIP 114515            ",0.00440506,0.47894197,0.49008417,1.5041,0.1098,0.0679,0.0535,0.2245,0.0842,0.071,0.0202,0.2384,0.0728,0.0205,0.0337,-1.1413,1.3744,2.8018,1.1447,0.8085,-2.3187,1.9595,-1.5153,1.0476,-1.617,-1.0464,4e-04,0.0488,0.9941,"MIRA"
"HIP 59844             ",0.00196027,0.00085229,0.00571036,1.0632,0.0497,0.1897,0.0482,0.13,0.4968,0.1525,0.0978,0.0975,0.0147,0.0094,0.0111,-2.7148,1.1273,-2.4564,-0.9208,-1.1921,1.2927,0.0132,-1.4095,0.0817,-1.1586,1.106,0,0.016,0.9986,"MIRA"
"HIP 63175             ",0.00258703,0.0032769,11.23132621,0.8483,0.0207,0.054,0.0188,0.1742,0.0608,0.0901,0.0323,0.0688,0.0328,0.0021,0.0114,0.4081,2.5084,-0.0193,-2.349,-2.3291,-1.519,3.0577,2.272,1.8377,0.7931,-3.1258,-5e-04,0.0366,0.9931,"MIRA"
"HIP 24645             ",0.00213848,0.50271992,6.56948549,1.5319,0.0454,0.6334,0.1781,0.1658,0.0573,0.033,0.025,0.0832,0.0113,0.0139,0.0303,0.8975,2.7938,-3.0956,0.4994,-0.8871,-0.7326,-2.9276,-1.7536,-0.3828,-2.2182,0.0213,-3e-04,0.0054,0.9991,"MIRA"
"HIP 52988             ",0.00263631,12.07479324,12.45084958,1.3599,0.3364,0.1216,0.0472,0.2387,0.0665,0.0425,0.0197,0.1608,0.0061,0.0095,0.0434,-0.5026,-2.9786,-2.7214,-0.1385,-2.2111,1.6004,0.52,0.4589,-0.8261,-1.4592,0.0752,-8e-04,0.1386,0.9686,"MIRA"
"HIP 39967             ",0.0031171,11.64942993,0.24743002,1.0395,0.0626,0.0906,0.1398,0.2136,0.0279,0.0309,0.0325,0.2619,0.1058,0.0132,0.0408,-0.2162,2.5574,-0.6305,2.426,2.5412,1.7232,-1.5325,0.9966,-2.3366,-3.1055,1.0439,0.0011,0.1157,0.9768,"MIRA"
"HIP 11910             ",0.00427214,0.83404572,0.24992001,1.9779,0.3253,0.0396,0.2531,0.2027,0.0955,0.0175,0.0159,0.0919,0.078,0.0701,0.0654,2.9057,-2.2051,0.4114,2.2989,3.0507,-0.6998,-1.3747,-1.5779,0.2982,1.2153,-0.2946,4e-04,0.0192,0.9989,"MIRA"
"HIP 82516             ",0.00346431,0.69961721,0.86763619,1.5745,0.3297,0.1092,0.076,0.6016,0.0805,0.0294,0.0587,0.4241,0.1269,0.0753,0.0637,0.2245,-2.3771,0.3806,-2.1516,3.0037,-0.1334,1.8897,2.6569,-2.7461,2.6928,-2.0342,-0.0021,0.1019,0.9834,"MIRA"
"HIP 22127             ",0.00703213,0.18868032,0.38475808,1.4987,0.1501,0.2511,0.1848,0.4103,0.0974,0.1889,0.0956,0.1846,0.0701,0.0522,0.0552,-0.3483,3.0858,-1.6112,-0.8579,-0.0513,1.2722,0.2204,-2.6528,-2.6069,-1.5015,0.3867,-6e-04,0.0728,0.9847,"MIRA"
"HIP 89419             ",0.00510467,0.00209208,0.21883151,1.6789,0.01,0.1058,0.0394,0.166,0.0089,0.0851,0.0524,0.1989,0.1323,0.0303,0.0591,0.3537,1.1124,1.9198,-2.3729,-1.4281,1.6283,0.2848,-0.4922,-0.5356,2.3478,0.0245,5e-04,0.0326,0.9965,"MIRA"
"HIP 94706             ",0.00261961,0.11114648,0.04097825,2.0035,0.5439,0.0747,0.2135,0.111,0.1349,0.0758,0.0191,0.2532,0.0787,0.0891,0.059,2.7299,1.2113,-2.427,-1.5916,-2.4341,-1.7933,-0.4317,-1.5316,1.0204,-1.3048,-0.8881,-8e-04,0.0047,0.9993,"MIRA"
"HIP 96580             ",0.00604529,0.18156375,0.05246086,1.2214,0.5671,1.0413,0.3563,0.4124,0.0918,0.025,0.0374,0.7022,0.4062,0.3737,0.3351,3.0237,0.3702,-1.0541,3.1067,-3.0289,-0.3475,-1.4385,2.2536,2.8165,2.7861,0.2971,1e-04,0.1386,0.9983,"MIRA"
"HIP 74802             ",0.00376536,0.45527354,0.22073362,1.046,0.1442,0.1279,0.0118,0.0999,0.0295,0.0385,0.0175,0.1422,0.0203,0.0276,0.023,-0.9364,0.6515,-0.2167,0.1084,-2.1863,3.0924,2.8489,0.8249,0.9293,-1.1652,2.5482,6e-04,0.0284,0.9935,"MIRA"
"HIP 115188            ",0.00282514,0.13663389,0.49148821,0.8606,0.2895,0.279,0.1402,0.4725,0.2132,0.106,0.1647,0.1397,0.0962,0.0381,0.0604,1.2739,0.9941,-2.6851,2.4758,-1.3683,-1.3992,0.4856,-2.9928,-2.9507,-0.6461,-2.1897,-0.0011,0.0908,0.9917,"MIRA"
"HIP 117054            ",0.00254324,0.00103613,1.2974282,2.0846,0.4778,0.4471,0.2133,0.5434,0.6044,0.7207,0.2404,0.0346,0.0109,0.0084,0.005,1.782,-1.1913,0.8813,0.2871,-0.3561,3.0716,2.6524,-1.9188,-1.9795,1.2375,-2.286,4e-04,0.0185,0.9997,"MIRA"
"HIP 47066             ",0.00313845,0.72858245,11.10098232,1.7401,0.5398,0.7522,0.7152,0.1295,0.0515,0.0639,0.0291,0.1555,0.0441,0.046,0.0273,2.9351,-2.644,-0.245,1.5446,-1.3775,2.1764,0.0412,-2.3436,-1.8336,-1.2873,-0.9842,9e-04,0.028,0.9944,"MIRA"
"HIP 37459             ",0.42064039,0.89183267,0.07052878,1.0802,0.1866,0.164,0.085,0.4284,0.07,0.1155,0.0716,0.4662,0.1827,0.1239,0.1666,1.337,2.591,-2.8436,1.7148,0.3713,-2.06,-2.2429,-1.9348,2.7497,-1.4893,-3.111,0.0014,0.3033,0.9695,"MIRA"
"HIP 4284              ",0.00257957,0.00092128,0.00617255,1.1511,0.2376,0.1227,0.0586,0.2906,0.258,0.7424,0.0595,0.0706,0.0352,0.0448,0.0256,1.0892,-1.6903,2.2498,-2.7184,-1.8325,1.9942,-2.0405,-2.9663,2.6516,-0.7078,-1.3442,-0.0011,0.1301,0.9965,"MIRA"
"HIP 94738             ",0.00379876,0.1760399,0.33086235,1.9801,0.4418,0.128,0.0499,0.4339,0.1263,0.118,0.1323,0.3392,0.2891,0.1309,0.1569,1.9003,-2.8013,1.2062,-3.0563,-2.4958,0.7045,-1.6197,-2.7517,1.2294,-2.5211,0.3573,-0.0011,0.0252,0.9994,"MIRA"
"HIP 100599            ",0.00279543,0.08513367,0.50978552,1.3261,0.7127,0.1228,0.1812,0.2125,0.0883,0.1333,0.0287,0.1107,0.0084,0.0415,0.0469,-1.6606,1.7218,1.1286,-0.0745,-0.3814,1.5849,-1.4369,-1.2668,0.7751,-1.2833,-1.1806,7e-04,0.0396,0.9983,"MIRA"
"HIP 1834              ",0.00230191,0.04654965,0.30214644,0.907,0.2539,0.1,0.1413,0.2172,0.1257,0.0605,0.0492,0.1038,0.026,0.0259,0.016,-1.7385,2.8424,0.8858,-1.0778,-1.1686,-0.4007,-0.8482,1.4643,1.094,-2.9948,-1.9464,-0.001,0.0315,0.9944,"MIRA"
"HIP 9306              ",0.00325275,11.21591428,0.04528172,0.8232,0.4059,0.2082,0.1367,0.1247,0.0393,0.0098,0.0177,0.2306,0.1307,0.1288,0.0651,-1.4721,-2.7399,-0.9289,-2.4684,-1.5837,1.0213,-0.4863,-0.2238,-0.9576,0.3166,3.0835,0.0018,0.1127,0.9812,"MIRA"
